Image Path,Caption
train_cleaned\Giay\509_0_1638449933_jpg.jpg,a close up of a pair of socks on a green background
train_cleaned\Giay\50_0_1638449784_jpg.jpg,a close up of a pair of baby shoes on a pink background
train_cleaned\Giay\510_0_1638449933_jpg.jpg,a close up of a pair of shoes on a green background
train_cleaned\Giay\511_0_1638449933_jpg.jpg,pair of green and white baby shoes with a pink flower
train_cleaned\Giay\512_0_1638449933_jpg.jpg,pair of baby shoes on a pink background with a pink background
train_cleaned\Giay\513_0_1638449933_jpg.jpg,yellow sponges on a pink square with a black background
train_cleaned\Giay\514_0_1638449933_jpg.jpg,pair of pink slippers with white letters on an orange background
train_cleaned\Giay\515_0_1638449933_jpg.jpg,there are two pairs of shoes that are on a blue background
train_cleaned\Giay\516_0_1638449933_jpg.jpg,there are two green bags with faces on them on a green background
train_cleaned\Giay\517_0_1638449933_jpg.jpg,pair of white shoes with red bows on them on a gray background
train_cleaned\Giay\518_0_1638449933_jpg.jpg,there is a picture of a pair of shoes on a yellow background
train_cleaned\Giay\519_0_1638449933_jpg.jpg,there are two pairs of sandals on a yellow post it note
train_cleaned\Giay\51_0_1638449785_jpg.jpg,pair of white baby shoes on a pink background
train_cleaned\Giay\520_0_1638449933_jpg.jpg,pair of blue and white striped shoes on a green background
train_cleaned\Giay\521_0_1638449933_jpg.jpg,there is a picture of a pair of sandals on a red background
train_cleaned\Giay\522_0_1638449933_jpg.jpg,there are two pairs of shoes that are on a yellow background
train_cleaned\Giay\523_0_1638449933_jpg.jpg,yellow and blue picture of two blue and white surfboards on a yellow background
train_cleaned\Giay\524_0_1638449933_jpg.jpg,there are two pairs of sandals that are on a yellow background
train_cleaned\Giay\525_0_1638449933_jpg.jpg,there are two pairs of shoes that are on a green background
train_cleaned\Giay\526_0_1638449933_jpg.jpg,there are two green buttons on a blue background
train_cleaned\Giay\527_0_1638449933_jpg.jpg,purple and blue shoes with a black stripe on them
train_cleaned\Giay\528_0_1638449933_jpg.jpg,there are two pairs of shoes that are on a green background
train_cleaned\Giay\529_0_1638449933_jpg.jpg,pair of blue and white striped slippers on a blue background
train_cleaned\Giay\52_0_1638449786_jpg.jpg,pair of black and yellow shoes with yellow socks on a pink background
train_cleaned\Giay\530_0_1638449933_jpg.jpg,pair of blue and white slippers on a pink background
train_cleaned\Giay\531_0_1638449933_jpg.jpg,yellow rubber shoes on a green background
train_cleaned\Giay\532_0_1638449933_jpg.jpg,pair of white and red shoes on a blue background
train_cleaned\Giay\533_0_1638449933_jpg.jpg,a close up of a pair of blue boots on a pink background
train_cleaned\Giay\534_0_1638449933_jpg.jpg,a close up of a pair of shoes with a bow on them
train_cleaned\Giay\535_0_1638449933_jpg.jpg,there is a picture of a pair of shoes on a green background
train_cleaned\Giay\536_0_1638449933_jpg.jpg,pair of green baby shoes with white laces on them
train_cleaned\Giay\537_0_1638449934_jpg.jpg,pair of sandals with a blue background
train_cleaned\Giay\538_0_1638449934_jpg.jpg,pair of pink slippers with blue trim on a green background
train_cleaned\Giay\539_0_1638449934_jpg.jpg,there are two pairs of baby shoes on a yellow background
train_cleaned\Giay\53_0_1638449787_jpg.jpg,there is a picture of a pair of baby shoes on a green background
train_cleaned\Giay\540_0_1638449934_jpg.jpg,pair of red and white baby shoes with black feet
train_cleaned\Giay\541_0_1638449934_jpg.jpg,a close up of two white toilet seats on a yellow background
train_cleaned\Giay\542_0_1638449934_jpg.jpg,there are two pairs of shoes on a yellow post it note
train_cleaned\Giay\543_0_1638449934_jpg.jpg,there are two white shoes that are on a yellow background
train_cleaned\Giay\544_0_1638449934_jpg.jpg,there are two cookies that are sitting on a pink surface
train_cleaned\Giay\545_0_1638449934_jpg.jpg,yellow square with two pairs of baby shoes on it
train_cleaned\Giay\546_0_1638449934_jpg.jpg,yellow square with two green shoes on it
train_cleaned\Giay\547_0_1638449934_jpg.jpg,there are two pairs of shoes that are on a yellow background
train_cleaned\Giay\548_0_1638449934_jpg.jpg,two yellow fish with blue and red hats on their heads
train_cleaned\Giay\549_0_1638449934_jpg.jpg,yellow plastic wings on a blue background
train_cleaned\Giay\54_0_1638449787_jpg.jpg,there is a picture of a pair of shoes with laces on them
train_cleaned\Giay\550_0_1638449934_jpg.jpg,a close up of a pair of baby shoes on a yellow background
train_cleaned\Giay\551_0_1638449934_jpg.jpg,pair of white baby shoes on a pink background
train_cleaned\Giay\552_0_1638449934_jpg.jpg,there are two yellow and blue fish with red noses on a square
train_cleaned\Giay\553_0_1638449934_jpg.jpg,there is a cookie shaped like a pair of shoes on a pink background
train_cleaned\Giay\554_0_1638449934_jpg.jpg,pair of white socks with red heart on them on a blue background
train_cleaned\Giay\555_0_1638449934_jpg.jpg,purple and blue picture of two pairs of shoes with a purple background
train_cleaned\Giay\556_0_1638449934_jpg.jpg,there are two pairs of shoes that are on a blue background
train_cleaned\Giay\557_0_1638449934_jpg.jpg,there are two black and white circles on a pink square
train_cleaned\Giay\558_0_1638449934_jpg.jpg,there are two small bottles of liquid on a pink background
train_cleaned\Giay\559_0_1638449934_jpg.jpg,a close up of a pair of green shoes on a pink background
train_cleaned\Giay\55_0_1638449788_jpg.jpg,pair of baby shoes with pink flowers on a pink background
train_cleaned\Giay\560_0_1638449934_jpg.jpg,there are two green shoes with a pink background
train_cleaned\Giay\561_0_1638449934_jpg.jpg,a close up of two orange gloves on a green background
train_cleaned\Giay\562_0_1638449934_jpg.jpg,purple square with two white squares on it
train_cleaned\Giay\563_0_1638449934_jpg.jpg,pair of red and white socks with black feet on a gray surface
train_cleaned\Giay\56_0_1638449789_jpg.jpg,a close up of two green shoes on a green background
train_cleaned\Giay\57_0_1638449790_jpg.jpg,pair of baby shoes with a flower on them on a purple background
train_cleaned\Giay\58_0_1638449791_jpg.jpg,pair of baby shoes with flowers on them on a blue background
train_cleaned\Giay\59_0_1638449791_jpg.jpg,a close up of a pair of blue shoes on a yellow background
train_cleaned\Giay\5_0_1638449751_jpg.jpg,there are two snowflakes on a green background with a black border
train_cleaned\Giay\60_0_1638449792_jpg.jpg,yellow and red shoes with red bows on them on a yellow background
train_cleaned\Giay\61_0_1638449793_jpg.jpg,there are two blue and white striped salt and pepper shakers
train_cleaned\Giay\62_0_1638449793_jpg.jpg,there are two shoes with a fried egg on them
train_cleaned\Giay\63_0_1638449794_jpg.jpg,there are two white buttons on a yellow background
train_cleaned\Giay\64_0_1638449795_jpg.jpg,pair of baby shoes with white and green stripes on a purple background
train_cleaned\Giay\65_0_1638449795_jpg.jpg,a close up of a pair of blue shoes on a green background
train_cleaned\Giay\66_0_1638449796_jpg.jpg,a close up of a pair of brown shoes on a green background
train_cleaned\Giay\67_0_1638449797_jpg.jpg,pink and blue shoes on orange background with black border
train_cleaned\Giay\68_0_1638449798_jpg.jpg,there is a picture of a pair of blue shoes on a yellow background
train_cleaned\Giay\69_0_1638449798_jpg.jpg,a close up of a pair of baby shoes on a pink background
train_cleaned\Giay\6_0_1638449752_jpg.jpg,there are two pairs of shoes that are on a blue background
train_cleaned\Giay\70_0_1638449799_jpg.jpg,a close up of two shoes on a pink background
train_cleaned\Giay\71_0_1638449800_jpg.jpg,two yellow fish with blue eyes and red hair are on a pink background
train_cleaned\Giay\72_0_1638449800_jpg.jpg,pair of green shoes with eyes on a pink background
train_cleaned\Giay\73_0_1638449801_jpg.jpg,purple square with a pair of baby shoes on it
train_cleaned\Giay\74_0_1638449802_jpg.jpg,two yellow fish with blue and red hats on their heads
train_cleaned\Giay\75_0_1638449802_jpg.jpg,pair of blue and white slippers on a green background
train_cleaned\Giay\76_0_1638449803_jpg.jpg,a close up of two snowflakes on a green background
train_cleaned\Giay\77_0_1638449804_jpg.jpg,a close up of two pieces of food on a green background
train_cleaned\Giay\78_0_1638449805_jpg.jpg,purple square with orange and white circles on it
train_cleaned\Giay\79_0_1638449805_jpg.jpg,there are two green objects on a green background
train_cleaned\Giay\7_0_1638449753_jpg.jpg,a close up of a pair of sandals on a blue background
train_cleaned\Giay\80_0_1638449806_jpg.jpg,purple square with two santas on it
train_cleaned\Giay\81_0_1638449807_jpg.jpg,two yellow rubber ducks with blue and red hair on a pink background
train_cleaned\Giay\82_0_1638449808_jpg.jpg,there are two pairs of shoes that are on a gray surface
train_cleaned\Giay\83_0_1638449809_jpg.jpg,there is a picture of a pair of white shoes with rainbows
train_cleaned\Giay\84_0_1638449809_jpg.jpg,pair of pink and blue shoes with a bow on them
train_cleaned\Giay\85_0_1638449810_jpg.jpg,pair of black shoes with a silver buckle on the side
train_cleaned\Giay\86_0_1638449810_jpg.jpg,a close up of two shoes on a blue surface
train_cleaned\Giay\87_0_1638449811_jpg.jpg,there are two pairs of shoes that are on a square
train_cleaned\Giay\88_0_1638449812_jpg.jpg,there are two slices of watermelon on a pink background
train_cleaned\Giay\89_0_1638449812_jpg.jpg,yellow post it note with two snowflakes on it
train_cleaned\Giay\8_0_1638449753_jpg.jpg,a close up of a pair of shoes on a purple background
train_cleaned\Giay\90_0_1638449813_jpg.jpg,there are two brown bears with yellow ears on a blue background
train_cleaned\Giay\91_0_1638449814_jpg.jpg,there are two pairs of shoes that are on a pink background
train_cleaned\Giay\92_0_1638449814_jpg.jpg,there are two pairs of white shoes with pink bows on them
train_cleaned\Giay\93_0_1638449815_jpg.jpg,batman baby booties with the symbol of the bat on them
train_cleaned\Giay\94_0_1638449816_jpg.jpg,pair of green shoes with white laces on a blue background
train_cleaned\Giay\95_0_1638449816_jpg.jpg,pair of white baby shoes with green bows on them
train_cleaned\Giay\96_0_1638449817_jpg.jpg,there are two pairs of sandals with a fried egg on them
train_cleaned\Giay\97_0_1638449817_jpg.jpg,there are two pairs of shoes that are on a yellow background
train_cleaned\Giay\98_0_1638449818_jpg.jpg,there are two pairs of shoes that are on a yellow background
train_cleaned\Giay\99_0_1638449819_jpg.jpg,a close up of a pair of shoes on a green background
train_cleaned\Giay\9_0_1638449754_jpg.jpg,two pills are sitting on a blue surface with a star on them
train_cleaned\Giuong\0_0_1638449934_jpg.jpg,arafed bed with a red and white striped pillow and pillows
train_cleaned\Giuong\100_0_1638449943_jpg.jpg,yellow toddler bed with white mattress and wooden frame
train_cleaned\Giuong\101_0_1638449943_jpg.jpg,there is a picture of a pink box with a heart on it
train_cleaned\Giuong\102_0_1638449943_jpg.jpg,a close up of a small wooden cage with a ball inside
train_cleaned\Giuong\103_0_1638449943_jpg.jpg,yellow background with a small open suitcase with a blue and white pattern
train_cleaned\Giuong\104_0_1638449943_jpg.jpg,a close up of a small wooden structure with a purple background
train_cleaned\Giuong\105_0_1638449943_jpg.jpg,there is a picture of a toilet with a pink seat and a pink cover
train_cleaned\Giuong\106_0_1638449943_jpg.jpg,there is a picture of a picture of a sandwich with a knife
train_cleaned\Giuong\107_0_1638449943_jpg.jpg,yellow toddler bed with a white sheet on top of it
train_cleaned\Giuong\108_0_1638449943_jpg.jpg,there is a bed with a black headboard and white pillows
train_cleaned\Giuong\109_0_1638449943_jpg.jpg,arafed bed with a blue blanket and a blue pillow
train_cleaned\Giuong\10_0_1638449935_jpg.jpg,a close up of a small toy car with a winged wing
train_cleaned\Giuong\110_0_1638449943_jpg.jpg,there are two little birds sitting on a bed with a pink cover
train_cleaned\Giuong\111_0_1638449943_jpg.jpg,a close up of a bed with a black cover and a white pillow
train_cleaned\Giuong\112_0_1638449943_jpg.jpg,a close up of a bed with a blue cover and a white headboard
train_cleaned\Giuong\113_0_1638449943_jpg.jpg,there is a bunk bed with a mattress and a suitcase
train_cleaned\Giuong\114_0_1638449943_jpg.jpg,yellow square with a picture of a red shoe with a crown on it
train_cleaned\Giuong\115_0_1638449943_jpg.jpg,there is a bunk bed with a mattress and a pillow on it
train_cleaned\Giuong\116_0_1638449943_jpg.jpg,there is a picture of a bed with a basket of food on it
train_cleaned\Giuong\117_0_1638449943_jpg.jpg,there is a small cage with a blue mat on it
train_cleaned\Giuong\118_0_1638449943_jpg.jpg,a close up of a small white object on a pink background
train_cleaned\Giuong\119_0_1638449943_jpg.jpg,a close up of a small metal cage with a ball inside
train_cleaned\Giuong\11_0_1638449935_jpg.jpg,a close up of a bee with a pink background
train_cleaned\Giuong\120_0_1638449943_jpg.jpg,there is a picture of a miniature house made of legos
train_cleaned\Giuong\121_0_1638449943_jpg.jpg,a close up of a wooden cage with a small dog inside
train_cleaned\Giuong\122_0_1638449943_jpg.jpg,a close up of a bed with a blue cover and a pillow
train_cleaned\Giuong\123_0_1638449943_jpg.jpg,a close up of a small toy car with a wing on it
train_cleaned\Giuong\124_0_1638449943_jpg.jpg,a close up of a small wooden cage with a blue cushion
train_cleaned\Giuong\125_0_1638449943_jpg.jpg,there is a small bed with a ladder and a red table
train_cleaned\Giuong\126_0_1638449943_jpg.jpg,a close up of a wooden structure with a blue seat
train_cleaned\Giuong\127_0_1638449943_jpg.jpg,a close up of a small wooden cage with a ball inside
train_cleaned\Giuong\128_0_1638449943_jpg.jpg,a close up of a bee with a bee costume on
train_cleaned\Giuong\129_0_1638449943_jpg.jpg,lego bed with red and yellow sheets and pillows on a blue background
train_cleaned\Giuong\12_0_1638449935_jpg.jpg,lego bed with red and yellow sheets and pillows on a pink background
